"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MDLA","Medallia, Inc.","31.11","$3.99B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mdla",
"MPW","Medical Properties Trust, Inc.","21.11","$10.92B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","109.58","$1.27B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","2.18","$118.75M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mcc",
"MCV","Medley Capital Corporation","24.0884","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","25.1272","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/mcx",
"MDLQ","Medley LLC","17.5486","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlq",
"MDLX","Medley LLC","16.7999","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlx",
"MDLY","Medley Management Inc.","2.96","$95.58M","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","27.79","$2.34B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/md",
"MDT","Medtronic plc","113.45","$152.07B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/mdt",
"MFAC","Megalith Financial Acquisition Corp.","10.26","$217.11M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/mfac",
"MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u",
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",
"MRK","Merck & Company, Inc.","90.95","$231.56B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","48.73","$2.7B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","32.47","$1.47B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","61.11","$2.34B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","26.19","$2.05B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",
"MER^K","Merrill Lynch & Co., Inc.","26.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k",
"PIY","Merrill Lynch Depositor, Inc.","10.25","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/piy",
"MTR","Mesa Royalty Trust","6.95","$12.95M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","23.54","$308.85M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb",
"MEI","Methode Electronics, Inc.","39.35","$1.46B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","50.97","$46.87B","2000","Finance","Life Insurance","https://old.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","24.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^a",
"MET^E","MetLife, Inc.","27.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^e",
"MCB","Metropolitan Bank Holding Corp.","48.23","$401.27M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mcb",
"MTD","Mettler-Toledo International, Inc.","793.28","$19.32B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","11.6","$59.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","13.74","$206.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","7.65","$3.46B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","25.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^b",
"MFO","MFA Financial, Inc.","26.23","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfo",
"MCR","MFS Charter Income Trust","8.42","$379.84M","1989","n/a","n/a","https://old.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","4.59","$149.64M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","3.8","$444.24M","1988","n/a","n/a","https://old.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","6.12","$391.57M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","7.07","$291.2M","1986","n/a","n/a","https://old.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","6.4501","$46.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","14.17","$4.94B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","30.97","$9.71B","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","33.27","$17.13B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mgm",
"MFGP","Micro Focus Intl PLC","14.03","$4.68B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mfgp",
"MAA","Mid-America Apartment Communities, Inc.","131.86","$15.04B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/maa",
"MAA^I","Mid-America Apartment Communities, Inc.","65.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/maa^i",
"AMPY","MIDSTATES PETROLEUM COMPANY, INC.","6.61","$257.35M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ampy",
"MLR","Miller Industries, Inc.","37.13","$423.29M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","11.25","$199.36M","2014","n/a","n/a","https://old.nasdaq.com/symbol/hie",
"MTX","Minerals Technologies Inc.","57.63","$2.01B","1992","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/mtx",
"MG","Mistras Group Inc","14.27","$412.62M","2009","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/mg",
"MUFG","Mitsubishi UFJ Financial Group Inc","5.43","$70.13B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/mufg",
"MIXT","MiX Telematics Limited","12.97","$285.94M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","3.09","$39.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","10.15","$9.09B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mbt",
"MODN","Model N, Inc.","35.07","$1.16B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","7.7","$391.14M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mod",
"MC","Moelis & Company","31.92","$1.58B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mc",
"MOGU","MOGU Inc.","2.2799","$243.91M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mogu",
"MHK","Mohawk Industries, Inc.","136.38","$9.77B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","135.69","$8.51B","2003","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/moh",
"TAP","Molson Coors Beverage Company","53.9","$11.66B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Beverage Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","14.48","$1.4B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mnr",
"MNR^C","Monmouth Real Estate Investment Corporation","24.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mnr^c",
"MR","Montage Resources Corporation","7.94","$284.33M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mr",
"MCO","Moody&#39;s Corporation","237.41","$44.82B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","51.12","$82.74B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","22.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","28.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","28.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^f",
"MS^G.CL","Morgan Stanley","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^g.cl",
"MS^I","Morgan Stanley","28.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^i",
"MS^K","Morgan Stanley","28.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^k",
"MS^L","Morgan Stanley","25.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^l",
"CAF","Morgan Stanley China A Share Fund Inc.","21.72","$475.27M","2006","n/a","n/a","https://old.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","9.68","$197.34M","1993","n/a","n/a","https://old.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","6.99","$461.98M","2007","n/a","n/a","https://old.nasdaq.com/symbol/edd",
"IIF","Morgan Stanley India Investment Fund, Inc.","19.89","$270.46M","1994","n/a","n/a","https://old.nasdaq.com/symbol/iif",
"MOSC","Mosaic Acquisition Corp.","10.285","$443.54M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/mosc",
"MOSC.U","Mosaic Acquisition Corp.","n/a","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mosc.u",
"MOSC.WS","Mosaic Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mosc.ws",
"MOS","Mosaic Company (The)","21.64","$8.2B","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","161.14","$27.61B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","21.74","$500.41M","n/a","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","25.46","$26.95B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","13.64","$1.12B","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mrc",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","5.89","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hjv",
"MSA","MSA Safety Incorporporated","126.36","$4.89B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/msa",
"MSM","MSC Industrial Direct Company, Inc.","78.47","$4.33B","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","258.18","$21.87B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/msci",
"MSGN","MSG Networks Inc.","17.4","$1.05B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/msgn",
"MLI","Mueller Industries, Inc.","31.75","$1.81B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mli",
"MWA","Mueller Water Products Inc","11.98","$1.89B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mwa",
"MVF","MuniVest Fund, Inc.","9.11","$590.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","13.58","$62.97M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mza",
"MUR","Murphy Oil Corporation","26.8","$4.1B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","117","$3.76B","2013","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","6.27","$72.11M","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","9.17","$162.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvc",
"MVCD","MVC Capital, Inc.","25.18","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mvcd",
"MYE","Myers Industries, Inc.","16.68","$592.47M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/mye",
"MYOV","Myovant Sciences Ltd.","15.52","$1.39B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myov",
"NBR","Nabors Industries Ltd.","2.88","$1.05B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nbr",
"NBR^A","Nabors Industries Ltd.","22.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nbr^a",
"NC","NACCO Industries, Inc.","46.83","$327.54M","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","8.61","$330.99M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/ntp",
"NTEST","NASDAQ TEST STOCK","25.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.c",
"NBHC","National Bank Holdings Corporation","35.22","$1.1B","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","46.54","$4.02B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","62.67","$43.63B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","81.48","$3.58B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","25.05","$9.67B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","88.39","$618.46M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","53.62","$9.2B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nnn",
"NNN^F","National Retail Properties","25.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnn^f",
"NRUC","National Rural Utilities Cooperative Finance Corporation","27.55","n/a","2019","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/nruc",
"SID","National Steel Company","3.45","$4.76B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","33.62","$1.99B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","26.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsa^a",
"NGS","Natural Gas Services Group, Inc.","12.26","$165.15M","2002","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","9.87","$221.84M","2012","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","20.11","$246.57M","2002","Energy","Coal Mining","https://old.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.7","$18.65M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","1.75","$52.02M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/nls",
"NVGS","Navigator Holdings Ltd.","13.47","$751.98M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","8.5","$136.88M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","4.48","$59.79M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","8.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^h",
"NMM","Navios Maritime Partners LP","18.62","$204.52M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","28.94","$2.87B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","22.1","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav^d",
"NCR","NCR Corporation","35.16","$4.49B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ncr",
"NP","Neenah, Inc.","70.43","$1.18B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/np",
"NNI","Nelnet, Inc.","58.24","$2.31B","2003","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","8.82","$425.49M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/nptn",
"NSCO","Nesco Holdings, Inc.","4.11","$201.53M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/nsco",
